firstAuthor	accessionId	publicationDate	journal	title	reportedTrait	efoTraits	bgTraits	discoverySampleAncestry	replicationSampleAncestry	associationCount	summaryStatistics	ssApiFlag	agreedToCc0	genotypingTechnologies	pubmedId	initialSampleDescription	replicateSampleDescription
Yang J	GCST000858	02/11/2010	Hum Mol Genet	ELF1 is associated with systemic lupus erythematosus in Asian populations.	Systemic lupus erythematosus	[systemic lupus erythematosus]	[systemic lupus erythematosus]	[1772 East Asian]	[4071 East Asian, 1413 South East Asian]	1	NA	FALSE	FALSE	Genome-wide genotyping array	21044949	[2,090 Chinese ancestry cases, 1,981 Chinese ancestry controls, 462 Thai ancestry cases, 951 Thai ancestry controls]	NA
